Commodity,Month,Year,Quarter,Time,Balance ($US),Total Exports Value ($US),Customs Import Value (Gen) ($US)
Agricultural Products,November,2016,Q4,November 2016,3365455838,3427046313,61590475
Agricultural Products,December,2016,Q4,December 2016,2602119975,2679220467,77100492
Agricultural Products,January,2017,Q1,January 2017,2044997109,2108877199,63880090
Agricultural Products,February,2017,Q1,February 2017,1324800721,1365732040,40931319
Agricultural Products,March,2017,Q1,March 2017,914515103,956915201,42400098
Agricultural Products,April,2017,Q2,April 2017,525271328,574553241,49281913
Agricultural Products,May,2017,Q2,May 2017,393357597,444972070,51614473
Agricultural Products,June,2017,Q2,June 2017,309175287,360817091,51641804
Agricultural Products,July,2017,Q3,July 2017,517059861,562517014,45457153
Agricultural Products,August,2017,Q3,August 2017,667124964,707576953,40451989
Agricultural Products,September,2017,Q3,September 2017,1238738844,1279661028,40922184
Agricultural Products,October,2017,Q4,October 2017,2770699311,2834625828,63926517
Agricultural Products,November,2017,Q4,November 2017,2674840679,2728299857,53459178
Agricultural Products,December,2017,Q4,December 2017,1799502859,1854926375,55423516
Agricultural Products,January,2018,Q1,January 2018,1522271536,1580714587,58443051
Agricultural Products,February,2018,Q1,February 2018,1166525256,1215324344,48799088
Agricultural Products,March,2018,Q1,March 2018,924139616,973140239,49000623
Agricultural Products,April,2018,Q2,April 2018,503359657,547180592,43820935
Agricultural Products,May,2018,Q2,May 2018,354071903,403634411,49562508
Agricultural Products,June,2018,Q2,June 2018,186088463,236477277,50388814
Agricultural Products,July,2018,Q3,July 2018,143730847,194065472,50334625
Agricultural Products,August,2018,Q3,August 2018,79364677,133228981,53864304
Agricultural Products,September,2018,Q3,September 2018,36671388,84609353,47937965
Agricultural Products,October,2018,Q4,October 2018,130618361,181481265,50862904
Agricultural Products,November,2018,Q4,November 2018,83169073,129730418,46561345
Agricultural Products,December,2018,Q4,December 2018,108967511,172974601,64007090
Agricultural Products,January,2019,Q1,January 2019,509507316,551740953,42233637
Agricultural Products,February,2019,Q1,February 2019,814719024,843531449,28812425
Agricultural Products,March,2019,Q1,March 2019,656486669,691479227,34992558
Agricultural Products,April,2019,Q2,April 2019,360642350,394165741,33523391
Agricultural Products,May,2019,Q2,May 2019,608275664,650364822,42089158
Agricultural Products,June,2019,Q2,June 2019,809524622,852383667,42859045
Agricultural Products,July,2019,Q3,July 2019,792600878,827559454,34958576
Agricultural Products,August,2019,Q3,August 2019,1092914990,1128356569,35441579
Agricultural Products,September,2019,Q3,September 2019,445185496,482731317,37545821
Agricultural Products,October,2019,Q4,October 2019,771261162,812073108,40811946
Agricultural Products,November,2019,Q4,November 2019,1828990125,1867226272,38236147
Agricultural Products,December,2019,Q4,December 2019,1134261173,1180222489,45961316
Livestock & Livestock Products,January,2002,Q1,January 2002,-3333111,263514,3596625
Livestock & Livestock Products,February,2002,Q1,February 2002,-1280600,1228690,2509290
Livestock & Livestock Products,March,2002,Q1,March 2002,1114643,4098215,2983572
Livestock & Livestock Products,April,2002,Q2,April 2002,-866311,1866021,2732332
Livestock & Livestock Products,May,2002,Q2,May 2002,-350849,928216,1279065
Livestock & Livestock Products,June,2002,Q2,June 2002,639821,1936885,1297064
Livestock & Livestock Products,July,2002,Q3,July 2002,519880,2231767,1711887
Livestock & Livestock Products,August,2002,Q3,August 2002,1984257,3146603,1162346
Livestock & Livestock Products,September,2002,Q3,September 2002,-595559,1095882,1691441
Livestock & Livestock Products,October,2002,Q4,October 2002,-395613,1239487,1635100
Livestock & Livestock Products,November,2002,Q4,November 2002,-2212,839797,842009
Livestock & Livestock Products,December,2002,Q4,December 2002,-249183,976387,1225570
Livestock & Livestock Products,January,2003,Q1,January 2003,111275,1974939,1863664
Livestock & Livestock Products,February,2003,Q1,February 2003,1730572,3464251,1733679
Livestock & Livestock Products,March,2003,Q1,March 2003,-1014907,2871899,3886806
Livestock & Livestock Products,April,2003,Q2,April 2003,263874,5550572,5286698
Livestock & Livestock Products,May,2003,Q2,May 2003,-1529525,1670465,3199990
Livestock & Livestock Products,June,2003,Q2,June 2003,1811981,4309510,2497529
Livestock & Livestock Products,July,2003,Q3,July 2003,-358831,3111546,3470377
Livestock & Livestock Products,August,2003,Q3,August 2003,2157355,5140884,2983529
Livestock & Livestock Products,September,2003,Q3,September 2003,-3539489,1580107,5119596
Livestock & Livestock Products,October,2003,Q4,October 2003,-4955906,2617529,7573435
Livestock & Livestock Products,November,2003,Q4,November 2003,-2087861,2652166,4740027
Livestock & Livestock Products,December,2003,Q4,December 2003,-1717386,3106187,4823573
Livestock & Livestock Products,January,2004,Q1,January 2004,-4572675,682116,5254791
Livestock & Livestock Products,February,2004,Q1,February 2004,2789067,7280998,4491931
Livestock & Livestock Products,March,2004,Q1,March 2004,7534540,12300294,4765754
Livestock & Livestock Products,April,2004,Q2,April 2004,-924754,2700497,3625251
Livestock & Livestock Products,May,2004,Q2,May 2004,162254,2068422,1906168
Livestock & Livestock Products,June,2004,Q2,June 2004,3567574,7084396,3516822
Livestock & Livestock Products,July,2004,Q3,July 2004,-937946,2853608,3791554
Livestock & Livestock Products,August,2004,Q3,August 2004,172196,3109166,2936970
Livestock & Livestock Products,September,2004,Q3,September 2004,-1209707,2224121,3433828
Livestock & Livestock Products,October,2004,Q4,October 2004,-3877541,1806292,5683833
Livestock & Livestock Products,November,2004,Q4,November 2004,-2503560,2106348,4609908
Livestock & Livestock Products,December,2004,Q4,December 2004,-1541437,1587326,3128763
Livestock & Livestock Products,January,2005,Q1,January 2005,-2206647,1841999,4048646
Livestock & Livestock Products,February,2005,Q1,February 2005,-2007838,2051976,4059814
Livestock & Livestock Products,March,2005,Q1,March 2005,13414096,18216631,4802535
Livestock & Livestock Products,April,2005,Q2,April 2005,160702,3364983,3204281
Livestock & Livestock Products,May,2005,Q2,May 2005,3515775,6161984,2646209
Livestock & Livestock Products,June,2005,Q2,June 2005,9645132,14413146,4768014
Livestock & Livestock Products,July,2005,Q3,July 2005,-698585,3917387,4615972
Livestock & Livestock Products,August,2005,Q3,August 2005,-1519651,2741197,4260848
Livestock & Livestock Products,September,2005,Q3,September 2005,1315,3838092,3836777
Livestock & Livestock Products,October,2005,Q4,October 2005,304793,5280613,4975820
Livestock & Livestock Products,November,2005,Q4,November 2005,-2767405,1951397,4718802
Livestock & Livestock Products,December,2005,Q4,December 2005,-613569,2892929,3506498
Livestock & Livestock Products,January,2006,Q1,January 2006,-3162525,1565101,4727626
Livestock & Livestock Products,February,2006,Q1,February 2006,-1007231,3593898,4601129
Livestock & Livestock Products,March,2006,Q1,March 2006,16297705,21266844,4969139
Livestock & Livestock Products,April,2006,Q2,April 2006,356994,4898939,4541945
Livestock & Livestock Products,May,2006,Q2,May 2006,2937836,10454793,7516957
Livestock & Livestock Products,June,2006,Q2,June 2006,-1656237,5671107,7327344
Livestock & Livestock Products,July,2006,Q3,July 2006,-1636622,4108688,5745310
Livestock & Livestock Products,August,2006,Q3,August 2006,81345,3765938,3684593
Livestock & Livestock Products,September,2006,Q3,September 2006,70423,3040889,2970466
Livestock & Livestock Products,October,2006,Q4,October 2006,185730,3879449,3693719
Livestock & Livestock Products,November,2006,Q4,November 2006,-172783,3951769,4124552
Livestock & Livestock Products,December,2006,Q4,December 2006,-804691,3662586,4467277
Livestock & Livestock Products,January,2007,Q1,January 2007,-2648825,818422,3467247
Livestock & Livestock Products,February,2007,Q1,February 2007,-2124862,1801374,3926236
Livestock & Livestock Products,March,2007,Q1,March 2007,9541559,13731669,4190110
Livestock & Livestock Products,April,2007,Q2,April 2007,-149299,3996054,4145353
Livestock & Livestock Products,May,2007,Q2,May 2007,10978570,14705276,3726706
Livestock & Livestock Products,June,2007,Q2,June 2007,2668911,7120774,4451863
Livestock & Livestock Products,July,2007,Q3,July 2007,497037,4928115,4431078
Livestock & Livestock Products,August,2007,Q3,August 2007,223370,6330025,6106655
Livestock & Livestock Products,September,2007,Q3,September 2007,-868810,4018156,4886966
Livestock & Livestock Products,October,2007,Q4,October 2007,2586227,5841480,3255253
Livestock & Livestock Products,November,2007,Q4,November 2007,1726211,6612574,4886363
Livestock & Livestock Products,December,2007,Q4,December 2007,2121473,3423084,1301611
Livestock & Livestock Products,January,2008,Q1,January 2008,-2152342,2716604,4868946
Livestock & Livestock Products,February,2008,Q1,February 2008,12345776,13283249,937473
Livestock & Livestock Products,March,2008,Q1,March 2008,44275969,48085240,3809271
Livestock & Livestock Products,April,2008,Q2,April 2008,4190463,9878465,5688002
Livestock & Livestock Products,May,2008,Q2,May 2008,25374674,28924285,3549611
Livestock & Livestock Products,June,2008,Q2,June 2008,27110222,31079639,3969417
Livestock & Livestock Products,July,2008,Q3,July 2008,-1385712,4639973,6025685
Livestock & Livestock Products,August,2008,Q3,August 2008,-229954,5641850,5871804
Livestock & Livestock Products,September,2008,Q3,September 2008,4362823,10131893,5769070
Livestock & Livestock Products,October,2008,Q4,October 2008,-1038629,4909328,5947957
Livestock & Livestock Products,November,2008,Q4,November 2008,1660108,5974748,4314640
Livestock & Livestock Products,December,2008,Q4,December 2008,2854653,4419908,1565255
Livestock & Livestock Products,January,2009,Q1,January 2009,-557158,2234083,2791241
Livestock & Livestock Products,February,2009,Q1,February 2009,1461340,3658366,2197026
Livestock & Livestock Products,March,2009,Q1,March 2009,24866621,27796421,2929800
Livestock & Livestock Products,April,2009,Q2,April 2009,18079023,21524785,3445762
Livestock & Livestock Products,May,2009,Q2,May 2009,697720,3730986,3033266
Livestock & Livestock Products,June,2009,Q2,June 2009,39837585,43062609,3225024
Livestock & Livestock Products,July,2009,Q3,July 2009,8260806,9833876,1573070
Livestock & Livestock Products,August,2009,Q3,August 2009,2179090,4995440,2816350
Livestock & Livestock Products,September,2009,Q3,September 2009,6311952,9413763,3101811
Livestock & Livestock Products,October,2009,Q4,October 2009,5153692,8483739,3330047
Livestock & Livestock Products,November,2009,Q4,November 2009,3697594,5684255,1986661
Livestock & Livestock Products,December,2009,Q4,December 2009,3738556,5922995,2184439
Livestock & Livestock Products,January,2010,Q1,January 2010,-41548,3658538,3700086
Livestock & Livestock Products,February,2010,Q1,February 2010,4870263,6667274,1797011
Livestock & Livestock Products,March,2010,Q1,March 2010,65356652,69344499,3987847
Livestock & Livestock Products,April,2010,Q2,April 2010,14742697,18849650,4106953
Livestock & Livestock Products,May,2010,Q2,May 2010,13796683,17144625,3347942
Livestock & Livestock Products,June,2010,Q2,June 2010,37471441,41578617,4107176
Livestock & Livestock Products,July,2010,Q3,July 2010,4147085,8122760,3975675
Livestock & Livestock Products,August,2010,Q3,August 2010,7647369,10295703,2648334
Livestock & Livestock Products,September,2010,Q3,September 2010,3069908,6085931,3016023
Livestock & Livestock Products,October,2010,Q4,October 2010,6653822,8582605,1928783
Livestock & Livestock Products,November,2010,Q4,November 2010,7263263,9308587,2045324
Livestock & Livestock Products,December,2010,Q4,December 2010,5631735,8121727,2489992
Livestock & Livestock Products,January,2011,Q1,January 2011,-2110203,2160354,4270557
Livestock & Livestock Products,February,2011,Q1,February 2011,1453049,4673797,3220748
Livestock & Livestock Products,March,2011,Q1,March 2011,33858199,36697110,2838911
Livestock & Livestock Products,April,2011,Q2,April 2011,58959545,62720973,3761428
Livestock & Livestock Products,May,2011,Q2,May 2011,16945682,20881922,3936240
Livestock & Livestock Products,June,2011,Q2,June 2011,32784403,35942075,3157672
Livestock & Livestock Products,July,2011,Q3,July 2011,2511605,6688446,4176841
Livestock & Livestock Products,August,2011,Q3,August 2011,10277685,12240200,1962515
Livestock & Livestock Products,September,2011,Q3,September 2011,4487422,8803770,4316348
Livestock & Livestock Products,October,2011,Q4,October 2011,6521976,9116824,2594848
Livestock & Livestock Products,November,2011,Q4,November 2011,3948247,6598958,2650711
Livestock & Livestock Products,December,2011,Q4,December 2011,8377880,10134333,1756453
Livestock & Livestock Products,January,2012,Q1,January 2012,5342341,6354966,1012625
Livestock & Livestock Products,February,2012,Q1,February 2012,8837760,11062738,2224978
Livestock & Livestock Products,March,2012,Q1,March 2012,11185042,12899065,1714023
Livestock & Livestock Products,April,2012,Q2,April 2012,59526039,62647104,3121065
Livestock & Livestock Products,May,2012,Q2,May 2012,14294940,17007051,2712111
Livestock & Livestock Products,June,2012,Q2,June 2012,51349803,53387753,2037950
Livestock & Livestock Products,July,2012,Q3,July 2012,8736064,11424310,2688246
Livestock & Livestock Products,August,2012,Q3,August 2012,12856020,14469380,1613360
Livestock & Livestock Products,September,2012,Q3,September 2012,5461849,8058438,2596589
Livestock & Livestock Products,October,2012,Q4,October 2012,8943680,10181191,1237511
